canonical	oriented	S	r	c	d0	d1	a0	a1	sign	pair_orbits	A_per_orbit	A_checked	triple_pass	dfs_calls	dfs_nodes	result	seconds
6,7,0,8,1,5	6,7,5,1,8,0	27	6	7	5	1	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010754
6,7,0,8,2,4	6,7,2,4,0,8	27	6	7	2	4	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010729
6,7,0,8,2,4	6,7,4,2,8,0	27	6	7	4	2	8	0	0	45996	1	45996	0	0	0	UNSAT	0.027437
6,7,0,8,3,3	6,7,3,3,0,8	27	6	7	3	3	0	8	0	45996	1	45996	0	0	0	UNSAT	0.023858
6,7,0,8,3,3	6,7,3,3,8,0	27	6	7	3	3	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010723
6,7,1,5,1,7	6,7,1,5,1,7	27	6	7	1	5	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.021373
6,7,1,5,1,7	6,7,5,1,7,1	27	6	7	5	1	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.022286
6,7,1,5,2,6	6,7,2,6,1,5	27	6	7	2	6	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.107940
6,7,1,5,2,6	6,7,6,2,5,1	27	6	7	6	2	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.135664
6,7,1,5,3,5	6,7,3,5,1,5	27	6	7	3	5	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.114065
6,7,1,5,3,5	6,7,5,3,5,1	27	6	7	5	3	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.129377
6,7,1,5,4,4	6,7,4,4,1,5	27	6	7	4	4	1	5	0	45996	448	20606208	0	0	0	UNSAT	0.109962
6,7,1,5,4,4	6,7,4,4,5,1	27	6	7	4	4	5	1	0	45996	448	20606208	0	0	0	UNSAT	0.109888
6,7,1,6,1,6	6,7,1,6,1,6	27	6	7	1	6	1	6	1	26876	224	6020224	0	0	0	UNSAT	0.053967
6,7,1,6,1,6	6,7,6,1,6,1	27	6	7	6	1	6	1	1	26876	224	6020224	0	0	0	UNSAT	0.034401
6,7,1,6,2,5	6,7,2,5,1,6	27	6	7	2	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.072538
6,7,1,6,2,5	6,7,5,2,6,1	27	6	7	5	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.048149
6,7,1,6,3,4	6,7,3,4,1,6	27	6	7	3	4	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.068878
6,7,1,6,3,4	6,7,4,3,6,1	27	6	7	4	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.070267
6,7,1,7,2,4	6,7,2,4,1,7	27	6	7	2	4	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.021704
6,7,1,7,2,4	6,7,4,2,7,1	27	6	7	4	2	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.023911
6,7,1,7,3,3	6,7,3,3,1,7	27	6	7	3	3	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.042088
6,7,1,7,3,3	6,7,3,3,7,1	27	6	7	3	3	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.029208
6,7,2,4,2,6	6,7,2,4,2,6	27	6	7	2	4	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.231446
6,7,2,4,2,6	6,7,4,2,6,2	27	6	7	4	2	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.197500
6,7,2,4,3,5	6,7,3,5,2,4	27	6	7	3	5	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.509958
6,7,2,4,3,5	6,7,5,3,4,2	27	6	7	5	3	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.480689
6,7,2,4,4,4	6,7,4,4,2,4	27	6	7	4	4	2	4	0	45996	1960	90152160	0	0	0	UNSAT	0.481318
6,7,2,4,4,4	6,7,4,4,4,2	27	6	7	4	4	4	2	0	45996	1960	90152160	0	0	0	UNSAT	0.476534
6,7,2,5,2,5	6,7,2,5,2,5	27	6	7	2	5	2	5	1	26876	1568	42141568	0	0	0	UNSAT	0.210061
6,7,2,5,2,5	6,7,5,2,5,2	27	6	7	5	2	5	2	1	26876	1568	42141568	0	0	0	UNSAT	0.246351
6,7,2,5,3,4	6,7,3,4,2,5	27	6	7	3	4	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.406612
6,7,2,5,3,4	6,7,4,3,5,2	27	6	7	4	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.362446
6,7,2,6,3,3	6,7,3,3,2,6	27	6	7	3	3	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.199161
6,7,2,6,3,3	6,7,3,3,6,2	27	6	7	3	3	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.186655
6,7,3,3,3,5	6,7,3,3,3,5	27	6	7	3	3	3	5	0	45996	3136	144243456	41	0	0	UNSAT	0.699044
6,7,3,3,3,5	6,7,3,3,5,3	27	6	7	3	3	5	3	0	45996	3136	144243456	53	0	0	UNSAT	0.839346
6,7,3,3,4,4	6,7,4,4,3,3	27	6	7	4	4	3	3	0	45996	3136	144243456	0	0	0	UNSAT	0.867253
6,7,3,4,3,4	6,7,3,4,3,4	27	6	7	3	4	3	4	1	26876	3920	105353920	3	0	0	UNSAT	0.687311
6,7,3,4,3,4	6,7,4,3,4,3	27	6	7	4	3	4	3	1	26876	3920	105353920	1	0	0	UNSAT	0.688425
6,7,3,4,4,3	6,7,3,4,4,3	27	6	7	3	4	4	3	0	45996	3920	180304320	1	0	0	UNSAT	1.075242
6,7,3,4,4,3	6,7,4,3,3,4	27	6	7	4	3	3	4	0	45996	3920	180304320	3	0	0	UNSAT	1.087350
6,8,0,6,0,7	6,8,0,6,0,7	27	6	8	0	6	0	7	0	52292	8	418336	0	0	0	UNSAT	0.036200
6,8,0,6,0,7	6,8,6,0,7,0	27	6	8	6	0	7	0	0	52292	8	418336	0	0	0	UNSAT	0.013565
6,8,0,6,1,6	6,8,1,6,0,6	27	6	8	1	6	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.023390
6,8,0,6,1,6	6,8,6,1,6,0	27	6	8	6	1	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.022941
6,8,0,6,2,5	6,8,2,5,0,6	27	6	8	2	5	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.039924
6,8,0,6,2,5	6,8,5,2,6,0	27	6	8	5	2	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.022898
6,8,0,6,3,4	6,8,3,4,0,6	27	6	8	3	4	0	6	0	52292	28	1464176	0	0	0	UNSAT	0.023131
6,8,0,6,3,4	6,8,4,3,6,0	27	6	8	4	3	6	0	0	52292	28	1464176	0	0	0	UNSAT	0.020540
6,8,0,7,1,5	6,8,1,5,0,7	27	6	8	1	5	0	7	0	52292	8	418336	0	0	0	UNSAT	0.033260
6,8,0,7,1,5	6,8,5,1,7,0	27	6	8	5	1	7	0	0	52292	8	418336	0	0	0	UNSAT	0.015272
6,8,0,7,2,4	6,8,2,4,0,7	27	6	8	2	4	0	7	0	52292	8	418336	0	0	0	UNSAT	0.015362
6,8,0,7,2,4	6,8,4,2,7,0	27	6	8	4	2	7	0	0	52292	8	418336	0	0	0	UNSAT	0.014811
6,8,0,7,3,3	6,8,3,3,0,7	27	6	8	3	3	0	7	0	52292	8	418336	0	0	0	UNSAT	0.016121
6,8,0,7,3,3	6,8,3,3,7,0	27	6	8	3	3	7	0	0	52292	8	418336	0	0	0	UNSAT	0.038191
6,8,1,5,1,6	6,8,1,5,1,6	27	6	8	1	5	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.075619
6,8,1,5,1,6	6,8,5,1,6,1	27	6	8	5	1	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.084183
6,8,1,5,2,5	6,8,2,5,1,5	27	6	8	2	5	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.186173
6,8,1,5,2,5	6,8,5,2,5,1	27	6	8	5	2	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.153785
6,8,1,5,3,4	6,8,3,4,1,5	27	6	8	3	4	1	5	0	52292	448	23426816	0	0	0	UNSAT	0.136096
6,8,1,5,3,4	6,8,4,3,5,1	27	6	8	4	3	5	1	0	52292	448	23426816	0	0	0	UNSAT	0.132609
6,8,1,6,2,4	6,8,2,4,1,6	27	6	8	2	4	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.086113
6,8,1,6,2,4	6,8,4,2,6,1	27	6	8	4	2	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.093379
6,8,1,6,3,3	6,8,3,3,1,6	27	6	8	3	3	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.084284
6,8,1,6,3,3	6,8,3,3,6,1	27	6	8	3	3	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.090941
6,8,2,4,2,5	6,8,2,4,2,5	27	6	8	2	4	2	5	0	52292	1568	81993856	12	0	0	UNSAT	0.477142
6,8,2,4,2,5	6,8,4,2,5,2	27	6	8	4	2	5	2	0	52292	1568	81993856	6	0	0	UNSAT	0.409640
6,8,2,4,3,4	6,8,3,4,2,4	27	6	8	3	4	2	4	0	52292	1960	102492320	0	0	0	UNSAT	0.529216
6,8,2,4,3,4	6,8,4,3,4,2	27	6	8	4	3	4	2	0	52292	1960	102492320	0	0	0	UNSAT	0.606727
6,8,2,5,3,3	6,8,3,3,2,5	27	6	8	3	3	2	5	0	52292	1568	81993856	12	0	0	UNSAT	0.419947
6,8,2,5,3,3	6,8,3,3,5,2	27	6	8	3	3	5	2	0	52292	1568	81993856	6	0	0	UNSAT	0.455887
6,8,3,3,3,4	6,8,3,4,3,3	27	6	8	3	4	3	3	0	52292	3136	163987712	0	0	0	UNSAT	0.991146
6,8,3,3,3,4	6,8,4,3,3,3	27	6	8	4	3	3	3	0	52292	3136	163987712	0	0	0	UNSAT	0.885828
7,7,0,6,0,7	7,7,0,6,0,7	27	7	7	0	6	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008894
7,7,0,6,0,7	7,7,6,0,7,0	27	7	7	6	0	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008930
7,7,0,6,1,6	7,7,1,6,0,6	27	7	7	1	6	0	6	0	32666	28	914648	0	0	0	UNSAT	0.011054
7,7,0,6,1,6	7,7,6,1,6,0	27	7	7	6	1	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011161
7,7,0,6,2,5	7,7,2,5,0,6	27	7	7	2	5	0	6	0	32666	28	914648	0	0	0	UNSAT	0.020523
7,7,0,6,2,5	7,7,5,2,6,0	27	7	7	5	2	6	0	0	32666	28	914648	7	0	0	UNSAT	0.011376
7,7,0,6,3,4	7,7,3,4,0,6	27	7	7	3	4	0	6	0	32666	28	914648	0	0	0	UNSAT	0.031604
7,7,0,6,3,4	7,7,4,3,6,0	27	7	7	4	3	6	0	0	32666	28	914648	7	0	0	UNSAT	0.012008
7,7,0,7,1,5	7,7,1,5,0,7	27	7	7	1	5	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008667
7,7,0,7,1,5	7,7,5,1,7,0	27	7	7	5	1	7	0	0	32666	8	261328	229	0	0	UNSAT	0.009064
7,7,0,7,2,4	7,7,2,4,0,7	27	7	7	2	4	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008680
7,7,0,7,2,4	7,7,4,2,7,0	27	7	7	4	2	7	0	0	32666	8	261328	229	0	0	UNSAT	0.009667
7,7,0,7,3,3	7,7,3,3,0,7	27	7	7	3	3	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008766
7,7,0,7,3,3	7,7,3,3,7,0	27	7	7	3	3	7	0	0	32666	8	261328	229	0	0	UNSAT	0.039036
7,7,1,5,1,6	7,7,1,5,1,6	27	7	7	1	5	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.045194
7,7,1,5,1,6	7,7,5,1,6,1	27	7	7	5	1	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.066956
7,7,1,5,2,5	7,7,2,5,1,5	27	7	7	2	5	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.087579
7,7,1,5,2,5	7,7,5,2,5,1	27	7	7	5	2	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.073600
7,7,1,5,3,4	7,7,3,4,1,5	27	7	7	3	4	1	5	0	32666	448	14634368	0	0	0	UNSAT	0.081639
7,7,1,5,3,4	7,7,4,3,5,1	27	7	7	4	3	5	1	0	32666	448	14634368	0	0	0	UNSAT	0.081995
7,7,1,6,2,4	7,7,2,4,1,6	27	7	7	2	4	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.034467
7,7,1,6,2,4	7,7,4,2,6,1	27	7	7	4	2	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.056931
7,7,1,6,3,3	7,7,3,3,1,6	27	7	7	3	3	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.034928
7,7,1,6,3,3	7,7,3,3,6,1	27	7	7	3	3	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.059177
7,7,2,4,2,5	7,7,2,4,2,5	27	7	7	2	4	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.239396
7,7,2,4,2,5	7,7,4,2,5,2	27	7	7	4	2	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.268244
7,7,2,4,3,4	7,7,3,4,2,4	27	7	7	3	4	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.380734
7,7,2,4,3,4	7,7,4,3,4,2	27	7	7	4	3	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.306452
7,7,2,4,4,3	7,7,3,4,4,2	27	7	7	3	4	4	2	0	32666	1960	64025360	0	0	0	UNSAT	0.310808
7,7,2,4,4,3	7,7,4,3,2,4	27	7	7	4	3	2	4	0	32666	1960	64025360	1	0	0	UNSAT	0.323888
7,7,2,5,3,3	7,7,3,3,2,5	27	7	7	3	3	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.259540
7,7,2,5,3,3	7,7,3,3,5,2	27	7	7	3	3	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.254250
7,7,3,3,3,4	7,7,3,4,3,3	27	7	7	3	4	3	3	0	32666	3136	102440576	2	0	0	UNSAT	0.497074
7,7,3,3,3,4	7,7,4,3,3,3	27	7	7	4	3	3	3	0	32666	3136	102440576	2	0	0	UNSAT	0.566422
7,8,0,6,0,6	7,8,0,6,0,6	27	7	8	0	6	0	6	1	42103	28	1178884	30	0	0	UNSAT	0.014032
7,8,0,6,0,6	7,8,6,0,6,0	27	7	8	6	0	6	0	1	42103	28	1178884	135	0	0	UNSAT	0.014058
7,8,0,6,1,5	7,8,1,5,0,6	27	7	8	1	5	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.044797
7,8,0,6,1,5	7,8,5,1,6,0	27	7	8	5	1	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.024557
7,8,0,6,2,4	7,8,2,4,0,6	27	7	8	2	4	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.033517
7,8,0,6,2,4	7,8,4,2,6,0	27	7	8	4	2	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.046544
7,8,0,6,3,3	7,8,3,3,0,6	27	7	8	3	3	0	6	0	73663	28	2062564	30	0	0	UNSAT	0.037526
7,8,0,6,3,3	7,8,3,3,6,0	27	7	8	3	3	6	0	0	73663	28	2062564	285	0	0	UNSAT	0.027460
7,8,1,5,1,5	7,8,1,5,1,5	27	7	8	1	5	1	5	1	42103	448	18862144	0	0	0	UNSAT	0.096017
7,8,1,5,1,5	7,8,5,1,5,1	27	7	8	5	1	5	1	1	42103	448	18862144	0	0	0	UNSAT	0.101102
7,8,1,5,2,4	7,8,2,4,1,5	27	7	8	2	4	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.191249
7,8,1,5,2,4	7,8,4,2,5,1	27	7	8	4	2	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.210988
7,8,1,5,3,3	7,8,3,3,1,5	27	7	8	3	3	1	5	0	73663	448	33001024	0	0	0	UNSAT	0.198605
7,8,1,5,3,3	7,8,3,3,5,1	27	7	8	3	3	5	1	0	73663	448	33001024	0	0	0	UNSAT	0.199746
7,8,2,4,2,4	7,8,2,4,2,4	27	7	8	2	4	2	4	1	42103	1960	82521880	42	0	0	UNSAT	0.396190
7,8,2,4,2,4	7,8,4,2,4,2	27	7	8	4	2	4	2	1	42103	1960	82521880	35	0	0	UNSAT	0.455030
7,8,2,4,3,3	7,8,3,3,2,4	27	7	8	3	3	2	4	0	73663	1960	144379480	48	0	0	UNSAT	0.778782
7,8,2,4,3,3	7,8,3,3,4,2	27	7	8	3	3	4	2	0	73663	1960	144379480	53	0	0	UNSAT	0.812800
7,8,3,3,3,3	7,8,3,3,3,3	27	7	8	3	3	3	3	1	42103	3136	132035008	196	0	0	UNSAT	0.789780
5,7,0,8,0,8	5,7,0,8,0,8	28	5	7	0	8	0	8	1	14225	1	14225	0	0	0	UNSAT	0.003341
5,7,0,8,0,8	5,7,8,0,8,0	28	5	7	8	0	8	0	1	14225	1	14225	0	0	0	UNSAT	0.003267
5,7,0,8,1,7	5,7,1,7,0,8	28	5	7	1	7	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005703
5,7,0,8,1,7	5,7,7,1,8,0	28	5	7	7	1	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005726
5,7,0,8,2,6	5,7,2,6,0,8	28	5	7	2	6	0	8	0	24985	1	24985	0	0	0	UNSAT	0.005814
5,7,0,8,2,6	5,7,6,2,8,0	28	5	7	6	2	8	0	0	24985	1	24985	0	0	0	UNSAT	0.005811
5,7,0,8,3,5	5,7,3,5,0,8	28	5	7	3	5	0	8	0	24985	1	24985	0	0	0	UNSAT	0.006076
5,7,0,8,3,5	5,7,5,3,8,0	28	5	7	5	3	8	0	0	24985	1	24985	0	0	0	UNSAT	0.006743
5,7,1,7,1,7	5,7,1,7,1,7	28	5	7	1	7	1	7	1	14225	64	910400	0	0	0	UNSAT	0.009283
5,7,1,7,1,7	5,7,7,1,7,1	28	5	7	7	1	7	1	1	14225	64	910400	0	0	0	UNSAT	0.008561
5,7,1,7,2,6	5,7,2,6,1,7	28	5	7	2	6	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.034546
5,7,1,7,2,6	5,7,6,2,7,1	28	5	7	6	2	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.013877
5,7,1,7,3,5	5,7,3,5,1,7	28	5	7	3	5	1	7	0	24985	64	1599040	0	0	0	UNSAT	0.013575
5,7,1,7,3,5	5,7,5,3,7,1	28	5	7	5	3	7	1	0	24985	64	1599040	0	0	0	UNSAT	0.013603
5,7,2,6,2,6	5,7,2,6,2,6	28	5	7	2	6	2	6	1	14225	784	11152400	0	0	0	UNSAT	0.068290
5,7,2,6,2,6	5,7,6,2,6,2	28	5	7	6	2	6	2	1	14225	784	11152400	0	0	0	UNSAT	0.051484
5,7,2,6,3,5	5,7,3,5,2,6	28	5	7	3	5	2	6	0	24985	784	19588240	0	0	0	UNSAT	0.111630
5,7,2,6,3,5	5,7,5,3,6,2	28	5	7	5	3	6	2	0	24985	784	19588240	0	0	0	UNSAT	0.098181
5,7,3,5,3,5	5,7,3,5,3,5	28	5	7	3	5	3	5	1	14225	3136	44609600	0	0	0	UNSAT	0.293830
5,7,3,5,3,5	5,7,5,3,5,3	28	5	7	5	3	5	3	1	14225	3136	44609600	0	0	0	UNSAT	0.289420
6,6,0,8,0,8	6,6,0,8,0,8	28	6	6	0	8	0	8	1	10132	1	10132	0	0	0	UNSAT	0.002595
6,6,0,8,0,8	6,6,8,0,8,0	28	6	6	8	0	8	0	1	10132	1	10132	0	0	0	UNSAT	0.002609
6,6,0,8,1,7	6,6,1,7,0,8	28	6	6	1	7	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004492
6,6,0,8,1,7	6,6,7,1,8,0	28	6	6	7	1	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004590
6,6,0,8,2,6	6,6,2,6,0,8	28	6	6	2	6	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004631
6,6,0,8,2,6	6,6,6,2,8,0	28	6	6	6	2	8	0	0	16496	1	16496	0	0	0	UNSAT	0.026465
6,6,0,8,3,5	6,6,3,5,0,8	28	6	6	3	5	0	8	0	16496	1	16496	0	0	0	UNSAT	0.004293
6,6,0,8,3,5	6,6,5,3,8,0	28	6	6	5	3	8	0	0	16496	1	16496	0	0	0	UNSAT	0.004245
6,6,1,7,1,7	6,6,1,7,1,7	28	6	6	1	7	1	7	1	10132	64	648448	0	0	0	UNSAT	0.005656
6,6,1,7,1,7	6,6,7,1,7,1	28	6	6	7	1	7	1	1	10132	64	648448	0	0	0	UNSAT	0.012829
6,6,1,7,2,6	6,6,2,6,1,7	28	6	6	2	6	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.010409
6,6,1,7,2,6	6,6,6,2,7,1	28	6	6	6	2	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.011000
6,6,1,7,3,5	6,6,3,5,1,7	28	6	6	3	5	1	7	0	16496	64	1055744	0	0	0	UNSAT	0.011309
6,6,1,7,3,5	6,6,5,3,7,1	28	6	6	5	3	7	1	0	16496	64	1055744	0	0	0	UNSAT	0.010905
6,6,2,6,2,6	6,6,2,6,2,6	28	6	6	2	6	2	6	1	10132	784	7943488	0	0	0	UNSAT	0.056168
6,6,2,6,2,6	6,6,6,2,6,2	28	6	6	6	2	6	2	1	10132	784	7943488	0	0	0	UNSAT	0.035434
6,6,2,6,3,5	6,6,3,5,2,6	28	6	6	3	5	2	6	0	16496	784	12932864	0	0	0	UNSAT	0.088841
6,6,2,6,3,5	6,6,5,3,6,2	28	6	6	5	3	6	2	0	16496	784	12932864	0	0	0	UNSAT	0.088956
6,6,3,5,3,5	6,6,3,5,3,5	28	6	6	3	5	3	5	1	10132	3136	31773952	0	0	0	UNSAT	0.193466
6,6,3,5,3,5	6,6,5,3,5,3	28	6	6	5	3	5	3	1	10132	3136	31773952	0	0	0	UNSAT	0.211752
6,7,0,7,0,8	6,7,0,7,0,8	28	6	7	0	7	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010912
6,7,0,7,0,8	6,7,7,0,8,0	28	6	7	7	0	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010684
6,7,0,7,1,7	6,7,1,7,0,7	28	6	7	1	7	0	7	0	45996	8	367968	0	0	0	UNSAT	0.032351
6,7,0,7,1,7	6,7,7,1,7,0	28	6	7	7	1	7	0	0	45996	8	367968	6	0	0	UNSAT	0.013068
6,7,0,7,2,6	6,7,2,6,0,7	28	6	7	2	6	0	7	0	45996	8	367968	0	0	0	UNSAT	0.013935
6,7,0,7,2,6	6,7,6,2,7,0	28	6	7	6	2	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012710
6,7,0,7,3,5	6,7,3,5,0,7	28	6	7	3	5	0	7	0	45996	8	367968	0	0	0	UNSAT	0.012003
6,7,0,7,3,5	6,7,5,3,7,0	28	6	7	5	3	7	0	0	45996	8	367968	6	0	0	UNSAT	0.012333
6,7,0,8,1,6	6,7,1,6,0,8	28	6	7	1	6	0	8	0	45996	1	45996	0	0	0	UNSAT	0.035913
6,7,0,8,1,6	6,7,6,1,8,0	28	6	7	6	1	8	0	0	45996	1	45996	0	0	0	UNSAT	0.011896
6,7,0,8,2,5	6,7,2,5,0,8	28	6	7	2	5	0	8	0	45996	1	45996	0	0	0	UNSAT	0.011957
6,7,0,8,2,5	6,7,5,2,8,0	28	6	7	5	2	8	0	0	45996	1	45996	0	0	0	UNSAT	0.012491
6,7,0,8,3,4	6,7,3,4,0,8	28	6	7	3	4	0	8	0	45996	1	45996	0	0	0	UNSAT	0.012681
6,7,0,8,3,4	6,7,4,3,8,0	28	6	7	4	3	8	0	0	45996	1	45996	0	0	0	UNSAT	0.012659
6,7,1,6,1,7	6,7,1,6,1,7	28	6	7	1	6	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.049412
6,7,1,6,1,7	6,7,6,1,7,1	28	6	7	6	1	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.030323
6,7,1,6,2,6	6,7,2,6,1,6	28	6	7	2	6	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.093901
6,7,1,6,2,6	6,7,6,2,6,1	28	6	7	6	2	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.079517
6,7,1,6,3,5	6,7,3,5,1,6	28	6	7	3	5	1	6	0	45996	224	10303104	0	0	0	UNSAT	0.050378
6,7,1,6,3,5	6,7,5,3,6,1	28	6	7	5	3	6	1	0	45996	224	10303104	0	0	0	UNSAT	0.070374
6,7,1,7,2,5	6,7,2,5,1,7	28	6	7	2	5	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.022682
6,7,1,7,2,5	6,7,5,2,7,1	28	6	7	5	2	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.049552
6,7,1,7,3,4	6,7,3,4,1,7	28	6	7	3	4	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.025134
6,7,1,7,3,4	6,7,4,3,7,1	28	6	7	4	3	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.027981
6,7,2,5,2,6	6,7,2,5,2,6	28	6	7	2	5	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.206253
6,7,2,5,2,6	6,7,5,2,6,2	28	6	7	5	2	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.272533
6,7,2,5,3,5	6,7,3,5,2,5	28	6	7	3	5	2	5	0	45996	1568	72121728	0	0	0	UNSAT	0.467197
6,7,2,5,3,5	6,7,5,3,5,2	28	6	7	5	3	5	2	0	45996	1568	72121728	0	0	0	UNSAT	0.363295
6,7,2,6,3,4	6,7,3,4,2,6	28	6	7	3	4	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.201896
6,7,2,6,3,4	6,7,4,3,6,2	28	6	7	4	3	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.254003
6,7,3,4,3,5	6,7,3,4,3,5	28	6	7	3	4	3	5	0	45996	3136	144243456	41	0	0	UNSAT	0.696647
6,7,3,4,3,5	6,7,4,3,5,3	28	6	7	4	3	5	3	0	45996	3136	144243456	53	0	0	UNSAT	0.734518
6,8,0,7,0,7	6,8,0,7,0,7	28	6	8	0	7	0	7	1	31484	8	251872	0	0	0	UNSAT	0.008206
6,8,0,7,0,7	6,8,7,0,7,0	28	6	8	7	0	7	0	1	31484	8	251872	0	0	0	UNSAT	0.008111
6,8,0,7,1,6	6,8,1,6,0,7	28	6	8	1	6	0	7	0	52292	8	418336	0	0	0	UNSAT	0.034159
6,8,0,7,1,6	6,8,6,1,7,0	28	6	8	6	1	7	0	0	52292	8	418336	0	0	0	UNSAT	0.013562
6,8,0,7,2,5	6,8,2,5,0,7	28	6	8	2	5	0	7	0	52292	8	418336	0	0	0	UNSAT	0.013429
6,8,0,7,2,5	6,8,5,2,7,0	28	6	8	5	2	7	0	0	52292	8	418336	0	0	0	UNSAT	0.013438
6,8,0,7,3,4	6,8,3,4,0,7	28	6	8	3	4	0	7	0	52292	8	418336	0	0	0	UNSAT	0.013450
6,8,0,7,3,4	6,8,4,3,7,0	28	6	8	4	3	7	0	0	52292	8	418336	0	0	0	UNSAT	0.036170
6,8,1,6,1,6	6,8,1,6,1,6	28	6	8	1	6	1	6	1	31484	224	7052416	0	0	0	UNSAT	0.040665
6,8,1,6,1,6	6,8,6,1,6,1	28	6	8	6	1	6	1	1	31484	224	7052416	360	0	0	UNSAT	0.059399
6,8,1,6,2,5	6,8,2,5,1,6	28	6	8	2	5	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.075498
6,8,1,6,2,5	6,8,5,2,6,1	28	6	8	5	2	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.088593
