canonical	oriented	S	r	c	d0	d1	a0	a1	sign	pair_orbits	A_per_orbit	A_checked	triple_pass	dfs_calls	dfs_nodes	result	seconds
6,8,1,6,3,4	6,8,3,4,1,6	28	6	8	3	4	1	6	0	52292	224	11713408	0	0	0	UNSAT	0.063292
6,8,1,6,3,4	6,8,4,3,6,1	28	6	8	4	3	6	1	0	52292	224	11713408	360	0	0	UNSAT	0.082190
6,8,2,5,2,5	6,8,2,5,2,5	28	6	8	2	5	2	5	1	31484	1568	49366912	12	0	0	UNSAT	0.262445
6,8,2,5,2,5	6,8,5,2,5,2	28	6	8	5	2	5	2	1	31484	1568	49366912	6	0	0	UNSAT	0.230795
6,8,2,5,3,4	6,8,3,4,2,5	28	6	8	3	4	2	5	0	52292	1568	81993856	12	0	0	UNSAT	0.394971
6,8,2,5,3,4	6,8,4,3,5,2	28	6	8	4	3	5	2	0	52292	1568	81993856	6	0	0	UNSAT	0.427272
6,8,3,4,3,4	6,8,3,4,3,4	28	6	8	3	4	3	4	1	31484	3920	123417280	166	0	0	UNSAT	0.584543
6,8,3,4,3,4	6,8,4,3,4,3	28	6	8	4	3	4	3	1	31484	3920	123417280	143	0	0	UNSAT	0.605877
7,7,0,7,0,7	7,7,0,7,0,7	28	7	7	0	7	0	7	1	18076	8	144608	4	0	0	UNSAT	0.004517
7,7,0,7,0,7	7,7,7,0,7,0	28	7	7	7	0	7	0	1	18076	8	144608	142	0	0	UNSAT	0.004505
7,7,0,7,1,6	7,7,1,6,0,7	28	7	7	1	6	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008178
7,7,0,7,1,6	7,7,6,1,7,0	28	7	7	6	1	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008197
7,7,0,7,2,5	7,7,2,5,0,7	28	7	7	2	5	0	7	0	32666	8	261328	4	0	0	UNSAT	0.027818
7,7,0,7,2,5	7,7,5,2,7,0	28	7	7	5	2	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008972
7,7,0,7,3,4	7,7,3,4,0,7	28	7	7	3	4	0	7	0	32666	8	261328	4	0	0	UNSAT	0.008195
7,7,0,7,3,4	7,7,4,3,7,0	28	7	7	4	3	7	0	0	32666	8	261328	229	0	0	UNSAT	0.008287
7,7,1,6,1,6	7,7,1,6,1,6	28	7	7	1	6	1	6	1	18076	224	4049024	0	0	0	UNSAT	0.018960
7,7,1,6,1,6	7,7,6,1,6,1	28	7	7	6	1	6	1	1	18076	224	4049024	525	0	0	UNSAT	0.018846
7,7,1,6,2,5	7,7,2,5,1,6	28	7	7	2	5	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.054932
7,7,1,6,2,5	7,7,5,2,6,1	28	7	7	5	2	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.033990
7,7,1,6,3,4	7,7,3,4,1,6	28	7	7	3	4	1	6	0	32666	224	7317184	0	0	0	UNSAT	0.053692
7,7,1,6,3,4	7,7,4,3,6,1	28	7	7	4	3	6	1	0	32666	224	7317184	525	0	0	UNSAT	0.034227
7,7,2,5,2,5	7,7,2,5,2,5	28	7	7	2	5	2	5	1	18076	1568	28343168	14	0	0	UNSAT	0.153808
7,7,2,5,2,5	7,7,5,2,5,2	28	7	7	5	2	5	2	1	18076	1568	28343168	16	0	0	UNSAT	0.139462
7,7,2,5,3,4	7,7,3,4,2,5	28	7	7	3	4	2	5	0	32666	1568	51220288	19	0	0	UNSAT	0.277832
7,7,2,5,3,4	7,7,4,3,5,2	28	7	7	4	3	5	2	0	32666	1568	51220288	18	0	0	UNSAT	0.245148
7,7,3,4,3,4	7,7,3,4,3,4	28	7	7	3	4	3	4	1	18076	3920	70857920	192	0	0	UNSAT	0.382189
7,7,3,4,3,4	7,7,4,3,4,3	28	7	7	4	3	4	3	1	18076	3920	70857920	173	0	0	UNSAT	0.369893
7,7,3,4,4,3	7,7,3,4,4,3	28	7	7	3	4	4	3	0	32666	3920	128050720	315	0	0	UNSAT	0.687785
7,7,3,4,4,3	7,7,4,3,3,4	28	7	7	4	3	3	4	0	32666	3920	128050720	253	0	0	UNSAT	0.609184
6,7,0,8,0,8	6,7,0,8,0,8	29	6	7	0	8	0	8	1	26876	1	26876	0	0	0	UNSAT	0.006057
6,7,0,8,0,8	6,7,8,0,8,0	29	6	7	8	0	8	0	1	26876	1	26876	0	0	0	UNSAT	0.005922
6,7,0,8,1,7	6,7,1,7,0,8	29	6	7	1	7	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010392
6,7,0,8,1,7	6,7,7,1,8,0	29	6	7	7	1	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010471
6,7,0,8,2,6	6,7,2,6,0,8	29	6	7	2	6	0	8	0	45996	1	45996	0	0	0	UNSAT	0.010623
6,7,0,8,2,6	6,7,6,2,8,0	29	6	7	6	2	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010140
6,7,0,8,3,5	6,7,3,5,0,8	29	6	7	3	5	0	8	0	45996	1	45996	0	0	0	UNSAT	0.034082
6,7,0,8,3,5	6,7,5,3,8,0	29	6	7	5	3	8	0	0	45996	1	45996	0	0	0	UNSAT	0.010095
6,7,1,7,1,7	6,7,1,7,1,7	29	6	7	1	7	1	7	1	26876	64	1720064	0	0	0	UNSAT	0.012344
6,7,1,7,1,7	6,7,7,1,7,1	29	6	7	7	1	7	1	1	26876	64	1720064	516	0	0	UNSAT	0.012315
6,7,1,7,2,6	6,7,2,6,1,7	29	6	7	2	6	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.020933
6,7,1,7,2,6	6,7,6,2,7,1	29	6	7	6	2	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.044865
6,7,1,7,3,5	6,7,3,5,1,7	29	6	7	3	5	1	7	0	45996	64	2943744	0	0	0	UNSAT	0.030320
6,7,1,7,3,5	6,7,5,3,7,1	29	6	7	5	3	7	1	0	45996	64	2943744	516	0	0	UNSAT	0.029855
6,7,2,6,2,6	6,7,2,6,2,6	29	6	7	2	6	2	6	1	26876	784	21070784	0	0	0	UNSAT	0.171754
6,7,2,6,2,6	6,7,6,2,6,2	29	6	7	6	2	6	2	1	26876	784	21070784	0	0	0	UNSAT	0.170576
6,7,2,6,3,5	6,7,3,5,2,6	29	6	7	3	5	2	6	0	45996	784	36060864	0	0	0	UNSAT	0.257188
6,7,2,6,3,5	6,7,5,3,6,2	29	6	7	5	3	6	2	0	45996	784	36060864	0	0	0	UNSAT	0.240286
6,7,3,5,3,5	6,7,3,5,3,5	29	6	7	3	5	3	5	1	26876	3136	84283136	40	0	0	UNSAT	0.501250
6,7,3,5,3,5	6,7,5,3,5,3	29	6	7	5	3	5	3	1	26876	3136	84283136	52	0	0	UNSAT	0.605048
# TOTAL A=13163028768 triple=17834 calls=0 nodes=0 result=UNSAT elapsed=77.895125
